MaterialNumber,ProductType,Plant,ComplexityScore,IfPhasedOut
005324941679,Software,569967,2,NA
005325022679,Software,569967,1,NA
005325797679,Software,569967,2,NA
005326083679,Disposables,570226,10,NA
005326328679,Hardware,570221,3,NA
005326336679,Hardware,570221,9,NA
005326459679,Hardware,570221,6,NA
005326467679,Hardware,570221,3,NA
005326502679,Disposables,570226,6,NA
005326982868,Disposables,569356,9,NA
005327350679,Hardware,569471,2,NA
005329908679,Software,569967,6,NA
005330137679,Software,569967,6,NA
005332318679,Hardware,569261,9,NA
005332335679,Hardware,569261,2,NA
005332354679,Hardware,569261,8,NA
005332362679,Hardware,569261,7,NA
005333358679,Hardware,569571,7,NA
005334126679,Disposables,570556,1,NA
005336621679,Hardware,570221,3,NA
005338508868,Disposables,569752,5,NA
005338525868,Disposables,569752,8,NA
005339244679,Software,569967,2,x
005339399679,Software,569967,3,NA
005341344679,Disposables,569281,5,NA
005341367679,Disposables,569281,9,NA
005341402679,Disposables,569281,3,NA
005341507679,Software,569967,4,NA
005342748679,Hardware,569261,3,NA
005344132838,Disposables,569562,10,NA
005344132868,Disposables,569562,1,NA
005344133600,Disposables,569562,2,NA
005345061679,Hardware,569253,10,NA
005345062370,Hardware,569253,8,NA
005345069679,Hardware,569253,2,NA
005347890679,Software,569966,1,NA
005349099838,Hardware,570141,6,NA
005349753679,Software,569966,3,x
005350614679,Hardware,569611,7,NA
005350652679,Disposables,569601,7,NA
005350843679,Hardware,569611,10,NA
005350962679,Hardware,569611,9,NA
005351126679,Hardware,569611,6,NA
005352311679,Software,569967,3,NA
005352319679,Software,569967,9,NA
005355239868,Disposables,569356,6,NA
005355336868,Disposables,569722,9,NA
005355370868,Hardware,569471,2,NA
005355370892,Hardware,569471,1,NA
005356292679,Disposables,569433,10,NA
005356300679,Disposables,569375,3,NA
005357029679,Software,569966,9,NA
005359334679,Hardware,569471,9,NA
005359357679,Hardware,569471,5,NA
005359384679,Hardware,569471,8,NA
005360984679,Disposables,570226,4,NA
005367980679,Software,569966,5,x
005368488868,Disposables,569401,3,NA
005384437679,Software,569967,1,NA
005387760868,Disposables,569722,10,NA
005387849868,Disposables,569722,9,NA
005391150679,Hardware,570122,10,NA
005392440838,Disposables,569565,4,x
005392440868,Disposables,569565,5,x
005392454838,Disposables,569567,2,x
005392454868,Disposables,569567,7,x
005392462868,Disposables,569567,6,x
005392470868,Disposables,569562,2,NA
005392478868,Disposables,569562,7,NA
005396008868,Disposables,569732,1,x
005398948868,Disposables,569401,6,NA
005398965868,Disposables,569401,2,NA
005402802679,Software,569966,6,NA
005402818679,Software,569966,10,NA
005402826679,Software,569966,5,NA
005402835679,Software,569966,8,NA
005403806868,Disposables,569722,4,NA
005403815868,Disposables,569722,8,NA
005403833868,Disposables,569722,1,x
005403841868,Disposables,569722,5,NA
005403845868,Disposables,569762,9,NA
005403952868,Disposables,569762,10,NA
005403960868,Disposables,569762,10,x
005404003868,Disposables,569722,3,NA
005404011868,Disposables,569722,7,NA
005404019868,Disposables,569722,3,NA
005404049868,Disposables,569722,7,NA
005404057868,Disposables,569722,3,x
005404084868,Disposables,569722,4,x
005404100868,Disposables,569722,4,NA
005404116868,Disposables,569722,10,NA
005404125868,Disposables,569722,7,NA
005405499679,Disposables,570556,4,NA
005405631679,Disposables,570556,6,NA
005405653679,Disposables,570556,8,NA
005406840679,Hardware,570121,4,NA
005406854679,Hardware,570121,5,x
005406862679,Hardware,570121,9,NA
005407223679,Hardware,570122,2,x
005407761679,Hardware,569471,3,NA
005415067679,Hardware,569261,10,NA
005415094679,Disposables,569803,8,NA
005415296679,Hardware,570121,8,NA
005416671868,Disposables,569356,5,NA
005416827868,Disposables,569742,3,NA
005416900679,Hardware,570551,3,NA
005423694679,Software,569967,2,NA
005424830868,Disposables,569722,4,NA
005425025679,Hardware,570363,2,NA
005425043679,Hardware,570363,10,NA
005425046679,Hardware,570363,6,NA
005426201679,Software,569967,3,NA
005426391679,Software,569967,6,NA
005426879679,Disposables,569375,9,NA
005426887679,Disposables,569375,5,NA
005426914679,Disposables,569375,10,NA
005426922679,Hardware,569253,10,NA
005426930679,Hardware,569253,8,NA
005426960679,Disposables,569375,1,NA
005429030680,Software,569967,7,NA
005438021679,Disposables,569374,4,NA
005438029679,Disposables,569374,6,NA
005438037679,Disposables,569374,5,NA
005438051679,Disposables,569374,3,NA
005439098679,Hardware,569261,10,NA
005439163679,Hardware,569261,6,NA
005439222679,Software,569967,1,NA
005439230679,Hardware,569261,5,NA
005441992679,Hardware,569261,8,NA
005442000679,Hardware,569261,9,NA
005442016679,Hardware,569261,9,NA
005442395679,Hardware,569471,7,x
005442413679,Hardware,569471,9,x
005442421679,Hardware,569471,6,x
005442429679,Hardware,569471,3,x
005442437679,Hardware,569471,10,x
005442548683,Hardware,569471,5,NA
005443122679,Hardware,569261,7,NA
005447279679,Disposables,569722,5,NA
005448721869,Disposables,569722,10,NA
005449069679,Disposables,569433,5,NA
005450935679,Disposables,569802,7,NA
005450965679,Hardware,569792,10,NA
005456224868,Disposables,570131,5,NA
005457653868,Disposables,569722,7,NA
005464192679,Disposables,569341,4,NA
005465535679,Hardware,569471,10,NA
005465804679,Disposables,569374,7,NA
005465812679,Disposables,569374,10,NA
005465820679,Disposables,569374,7,NA
005465828679,Disposables,569374,7,NA
005465836679,Disposables,569374,7,NA
005465875679,Disposables,569374,10,NA
005465893679,Disposables,569374,5,NA
005465901679,Disposables,569374,8,NA
005465909679,Disposables,569374,1,NA
005465917679,Disposables,569374,9,NA
005465944679,Disposables,569374,2,NA
005465947679,Disposables,569374,9,NA
005465982679,Disposables,569374,4,NA
005465990679,Disposables,569374,6,NA
005467551679,Hardware,569471,6,NA
005469880679,Disposables,570226,3,NA
005474009679,Disposables,569421,10,NA
005477154679,Hardware,570363,1,NA
005479011679,Hardware,569611,7,NA
005481022679,Hardware,569792,8,NA
005481030679,Hardware,569254,8,NA
005481552868,Disposables,569752,3,NA
005481603679,Disposables,569374,5,NA
005481611679,Disposables,569374,6,NA
005481619679,Disposables,569374,2,NA
005481627679,Disposables,569374,4,NA
005481649679,Disposables,569374,9,NA
005481657679,Disposables,569374,4,NA
005481684679,Disposables,569374,6,NA
005481692679,Disposables,569374,6,NA
005482336679,Software,569967,2,NA
005482364679,Software,569967,9,NA
005482512868,Disposables,569762,8,NA
005482520868,Disposables,569722,5,NA
005482787868,Disposables,569301,1,NA
005482822868,Disposables,569291,6,NA
005483213679,Software,569967,9,NA
005502567679,Software,569967,3,NA
005502610679,Software,569967,3,NA
005504726679,Disposables,570226,7,NA
005506259679,Software,569966,5,x
005506267679,Software,569966,5,NA
005506294679,Software,569966,2,NA
005511437679,Hardware,569261,5,NA
005511437714,Hardware,569261,10,NA
005511437758,Hardware,569261,10,NA
005511526868,Disposables,569401,5,NA
005511535868,Disposables,569401,9,NA
005511548868,Disposables,569401,7,NA
005511556868,Disposables,569401,10,NA
005511591679,Hardware,569261,2,NA
005511591714,Hardware,569261,8,NA
005511591758,Hardware,569261,1,NA
005511664679,Hardware,569261,6,NA
005511664714,Hardware,569261,6,NA
005511664758,Hardware,569261,6,NA
005511672679,Hardware,569261,1,NA
005511672696,Hardware,569261,4,NA
005511672714,Hardware,569261,1,NA
005511672728,Hardware,569261,8,NA
005511672758,Hardware,569261,3,NA
005512185679,Hardware,569261,10,NA
005512185696,Hardware,569261,7,NA
005514155679,Software,569966,8,NA
005514189679,Software,569966,3,NA
005514321679,Hardware,569471,4,x
005525928679,Disposables,569963,1,NA
005526590679,Hardware,569261,10,NA
005526606838,Disposables,569565,7,NA
005526615838,Disposables,569565,3,NA
005526955868,Disposables,569341,3,NA
005526973868,Disposables,569341,10,NA
005527342679,Disposables,569963,8,NA
005527621679,Disposables,569963,2,NA
005529695679,Hardware,569261,2,NA
005529848679,Hardware,569261,1,NA
005531371868,Disposables,569251,10,NA
005532544838,Hardware,570051,10,x
005532544868,Hardware,570051,1,x
005533218679,Hardware,569261,1,NA
005533791868,Disposables,569722,7,NA
005533807868,Disposables,569722,6,NA
005534609868,Disposables,569301,3,NA
005535195679,Disposables,570226,5,NA
005535259679,Disposables,570226,7,NA
005535302679,Disposables,570226,4,NA
005535988868,Disposables,570131,10,NA
005537262679,Disposables,569421,10,NA
005537270679,Disposables,569421,1,NA
005537286679,Disposables,569421,6,NA
005538766679,Hardware,570221,5,NA
005542126679,Software,569966,3,NA
005542135679,Software,569966,2,NA
005549776679,Hardware,569261,3,NA
005549785679,Hardware,569261,8,NA
005549811679,Hardware,569261,4,NA
005551520679,Disposables,569374,9,NA
005553816679,Hardware,569471,6,NA
005555074679,Disposables,569374,1,NA
005555082679,Disposables,569374,6,NA
005573564679,Disposables,569374,8,NA
005574382679,Disposables,569433,3,NA
005574530838,Disposables,569565,10,NA
005574530868,Disposables,569565,1,NA
005574538838,Disposables,569565,10,NA
005574538868,Disposables,569565,9,NA
005574552838,Disposables,569565,1,NA
005574552868,Disposables,569565,2,NA
005574854679,Software,569967,4,NA
005575437679,Disposables,570226,3,NA
005576447868,Disposables,569301,10,NA
005576498868,Disposables,569311,3,NA
005576541868,Disposables,569311,10,NA
005576622868,Disposables,569301,9,NA
005577051679,Disposables,569356,1,NA
005577059679,Disposables,569356,1,NA
005577067679,Disposables,569356,8,NA
005577102679,Disposables,569356,4,NA
005577110679,Disposables,569356,4,NA
005578319868,Disposables,569401,8,NA
005578327868,Disposables,569401,9,NA
005578353868,Disposables,569401,9,NA
005578361868,Disposables,569401,9,NA
005581427838,Disposables,569566,10,NA
005584916679,Disposables,570226,7,NA
005585283679,Disposables,570226,5,NA
005587178728,Hardware,569971,2,NA
005588985679,Disposables,569433,8,NA
005590105679,Disposables,569374,1,NA
005590123679,Disposables,569433,7,NA
005591200868,Disposables,569762,5,NA
005591382868,Disposables,569722,6,NA
005591406868,Disposables,569722,4,NA
005591479868,Disposables,569722,10,NA
005592372679,Disposables,569401,7,NA
005592380679,Disposables,569401,10,NA
005601606868,Disposables,569722,7,NA
005610891868,Disposables,569570,1,NA
005610899868,Disposables,569570,9,NA
005621205838,Disposables,569562,10,NA
005621205868,Disposables,569562,4,NA
005621206600,Disposables,569562,10,NA
005621761679,Disposables,570226,9,NA
005622368679,Hardware,569471,6,NA
005635869679,Software,569967,6,NA
005635904679,Software,569967,9,NA
005639154679,Software,569967,3,NA
005642641679,Disposables,569374,9,NA
005642645679,Disposables,569433,9,NA
005642760679,Software,569967,2,NA
005642768679,Software,569967,5,NA
005642776679,Software,569967,7,NA
005642803679,Software,569967,10,NA
005642811679,Software,569967,4,NA
005642819679,Hardware,569261,5,NA
005642819714,Hardware,569261,2,NA
005643256868,Disposables,569401,2,NA
005643307868,Disposables,569401,3,NA
005643334868,Disposables,569401,7,NA
005643791679,Hardware,569471,4,NA
005643834679,Hardware,569471,2,NA
005643842679,Hardware,569471,2,NA
005643864679,Hardware,569471,4,NA
005644405679,Hardware,569471,6,NA
005644431679,Hardware,569471,6,NA
005644439679,Hardware,569471,9,NA
005644461679,Hardware,569471,9,NA
005644698679,Software,569967,5,NA
005652561679,Hardware,570427,10,NA
005652782679,Hardware,570427,2,NA
005652914679,Hardware,570427,6,NA
005652968679,Hardware,570427,2,NA
005653011679,Hardware,570427,8,NA
005654177679,Hardware,570567,8,NA
005666888679,Hardware,570221,3,NA
005680757679,Software,570604,9,NA
005692201679,Hardware,570551,3,NA
005692843679,Hardware,569261,9,NA
005696647679,Hardware,569571,5,NA
005703259679,Software,569967,1,NA
005703267679,Software,569967,3,NA
005703294679,Software,569967,5,NA
005712410679,Software,570602,5,NA
005712426679,Software,570604,8,NA
005737917679,Hardware,569471,6,NA
005737944679,Hardware,569471,7,NA
005737947679,Hardware,569471,8,NA
005739102679,Software,570604,4,NA
005739110679,Software,570604,2,NA
005739165679,Software,569967,4,NA
005774839679,Disposables,570556,2,NA
005774928679,Disposables,570556,6,NA
005774936679,Disposables,570556,3,NA
005797665868,Disposables,569722,4,NA
005797683838,Disposables,569722,7,NA
005797742868,Disposables,569722,4,NA
005797764868,Disposables,569722,7,NA
005797993868,Disposables,569722,1,NA
005803648868,Disposables,569401,9,NA
005804811679,Hardware,569471,9,NA
005804916868,Disposables,569565,10,NA
005804925868,Disposables,569565,9,NA
005811797838,Disposables,569564,8,NA
005812253679,Hardware,569261,4,NA
005818261679,Hardware,570221,8,NA
005827946679,Hardware,570221,4,NA
005839153679,Disposables,569356,2,NA
005839801679,Hardware,569471,1,NA
005842996679,Hardware,569662,7,NA
005843553868,Disposables,569742,2,x
005843569868,Disposables,569742,9,NA
005843612868,Disposables,569742,9,NA
005843636868,Disposables,569742,1,NA
005843930679,Hardware,569971,10,NA
005844286868,Disposables,569742,8,NA
005844476868,Disposables,569742,7,NA
005844503868,Disposables,569742,10,NA
005844616868,Disposables,569742,8,NA
005844625868,Disposables,569742,8,NA
005844643868,Disposables,569742,6,NA
005853142868,Disposables,569722,2,NA
005853164868,Disposables,569722,9,NA
005853223679,Software,569966,7,NA
005854515868,Disposables,569423,7,NA
005854970868,Disposables,569762,8,NA
005854978868,Disposables,569762,2,NA
005854986838,Disposables,569762,4,NA
005854986868,Disposables,569762,5,NA
005854995838,Disposables,569762,3,NA
005854995868,Disposables,569762,7,NA
005860201679,Disposables,569374,2,NA
005865294679,Disposables,569374,6,NA
005867724679,Hardware,569254,8,NA
005867732679,Hardware,569254,9,NA
005867740679,Hardware,569254,10,NA
005867754679,Hardware,569254,7,NA
005867762679,Hardware,569254,1,NA
005867770679,Hardware,569254,3,NA
005869406679,Disposables,569374,8,NA
005869433679,Disposables,569374,4,NA
005869611679,Software,569966,10,NA
005873511679,Disposables,570123,4,NA
005875347679,Hardware,569971,4,NA
005879436679,Software,569967,10,NA
005880864679,Disposables,569374,5,NA
005881245679,Disposables,569374,8,NA
005881992868,Disposables,569999,4,NA
005882000868,Disposables,569999,1,NA
005883366679,Disposables,569281,8,NA
005884440868,Disposables,569722,3,NA
005885785679,Disposables,569999,5,NA
005885803679,Disposables,569999,5,NA
005885811679,Disposables,569999,6,NA
005885819679,Disposables,569999,9,NA
005885827679,Disposables,569999,9,NA
005887512679,Disposables,569311,10,NA
005890894868,Disposables,569742,2,NA
005890902868,Disposables,569732,10,NA
005891007838,Disposables,570123,6,NA
005891105679,Hardware,570122,3,NA
005891359868,Disposables,569562,10,NA
005891367868,Disposables,569562,5,NA
005891402838,Disposables,569562,5,NA
005891402868,Disposables,569562,4,NA
005891410868,Disposables,569562,2,NA
005891418868,Disposables,569562,1,NA
005891426838,Disposables,569562,5,NA
005891426868,Disposables,569562,10,NA
005891677868,Disposables,569742,2,NA
005894229679,Disposables,569983,5,NA
005894237679,Disposables,569983,2,NA
005894555868,Disposables,569341,5,NA
005894573868,Disposables,569341,3,NA
005895136679,Disposables,570241,5,NA
005895298679,Disposables,570241,5,NA
005895315679,Disposables,570241,7,NA
005895333679,Disposables,570241,9,NA
005895604868,Disposables,569301,10,NA
005895620868,Disposables,569301,1,NA
005896146679,Disposables,570241,7,NA
005896965679,Hardware,569254,1,NA
005896983679,Hardware,569254,7,NA
005896991679,Hardware,569254,10,NA
005896999679,Hardware,569254,5,NA
005897007679,Hardware,569254,6,NA
005897034679,Hardware,569254,1,NA
005897153838,Disposables,569567,5,NA
005897153868,Disposables,569567,4,NA
005897161868,Disposables,569565,9,x
005897258868,Disposables,569570,7,NA
005897266868,Disposables,569570,4,NA
005897317868,Hardware,570122,10,NA
005897344696,Hardware,570122,10,x
005897344868,Hardware,570122,2,NA
005902171679,Disposables,569433,1,NA
005905035679,Disposables,569722,1,NA
005906873679,Hardware,570121,5,NA
005907635679,Disposables,569374,2,NA
005908369838,Disposables,569567,7,NA
005909473679,Disposables,569433,10,NA
005909481679,Disposables,569433,9,NA
005909888868,Disposables,569722,9,NA
005909888892,Disposables,569722,7,NA
005910075679,Disposables,569356,10,NA
005911162679,Disposables,569722,2,NA
005911810679,Software,569663,7,NA
005911835679,Software,569663,6,NA
005912053868,Disposables,569565,5,NA
005912757868,Disposables,569251,10,NA
